Lab1-Task2/bsize128_size16k_assoc8,bsize128_size16k_assoc8,dijkstra,54881769,223071710,4.0646,0.00010,0.01095
Lab1-Task2/bsize128_size16k_assoc8,bsize128_size16k_assoc8,qsort,41898644,245970712,5.8706,0.00001,0.03809
Lab1-Task2/bsize128_size16k_assoc8,bsize128_size16k_assoc8,stringsearch-cabce,300884,870709,2.8938,0.00254,0.00340
DIR,CFG,BENCHMARK,sim_num_insn,sim_cycle,sim_CPI,mpi_il1,mpi_dl1
Lab1-Task2/bsize128_size32k_assoc1,bsize128_size32k_assoc1,dijkstra,54881769,246270110,4.4873,0.00224,0.01095
Lab1-Task2/bsize128_size32k_assoc1,bsize128_size32k_assoc1,qsort,41898644,252423546,6.0246,0.00096,0.03809
Lab1-Task2/bsize128_size32k_assoc1,bsize128_size32k_assoc1,stringsearch-cabce,300884,894961,2.9744,0.00312,0.00340
DIR,CFG,BENCHMARK,sim_num_insn,sim_cycle,sim_CPI,mpi_il1,mpi_dl1
Lab1-Task2/bsize128_size32k_assoc2,bsize128_size32k_assoc2,dijkstra,54881769,222668272,4.0572,0.00005,0.01095
Lab1-Task2/bsize128_size32k_assoc2,bsize128_size32k_assoc2,qsort,41898644,245962328,5.8704,0.00001,0.03809
Lab1-Task2/bsize128_size32k_assoc2,bsize128_size32k_assoc2,stringsearch-cabce,300884,875341,2.9092,0.00283,0.00340
DIR,CFG,BENCHMARK,sim_num_insn,sim_cycle,sim_CPI,mpi_il1,mpi_dl1
Lab1-Task2/bsize128_size32k_assoc4,bsize128_size32k_assoc4,dijkstra,54881769,222225101,4.0492,0.00001,0.01095
Lab1-Task2/bsize128_size32k_assoc4,bsize128_size32k_assoc4,qsort,41898644,245958458,5.8703,0.00001,0.03809
Lab1-Task2/bsize128_size32k_assoc4,bsize128_size32k_assoc4,stringsearch-cabce,300884,750335,2.4938,0.00065,0.00340
DIR,CFG,BENCHMARK,sim_num_insn,sim_cycle,sim_CPI,mpi_il1,mpi_dl1
Lab1-Task2/bsize128_size32k_assoc8,bsize128_size32k_assoc8,dijkstra,54881769,222172522,4.0482,0.00001,0.01095
Lab1-Task2/bsize128_size32k_assoc8,bsize128_size32k_assoc8,qsort,41898644,245957587,5.8703,0.00001,0.03809
Lab1-Task2/bsize128_size32k_assoc8,bsize128_size32k_assoc8,stringsearch-cabce,300884,750335,2.4938,0.00065,0.00340
